development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
40.40.946.141 I slot print_timing: id  0 | task 5872 | prompt eval time =     105.52 ms /   168 tokens (    0.63 ms per token,  1592.15 tokens per second)
40.40.946.142 I slot print_timing: id  0 | task 5872 |        eval time =    1657.24 ms /   108 tokens (   15.49 ms per token,    64.57 tokens per second)
40.40.946.143 I slot print_timing: id  0 | task 5872 |       total time =    1762.75 ms /   276 tokens
40.40.946.143 I slot print_timing: id  0 | task 5872 |    graphs reused =       5856
40.40.946.171 I slot      release: id  0 | task 5872 | stop processing: n_tokens = 275, truncated = 0
40.40.947.280 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.611 (> 0.100 thold), f_keep = 0.349
40.40.948.688 I slot launch_slot_: id  0 | task 5981 | processing task, is_child = 0
40.44.045.508 I slot print_timing: id  0 | task 5981 | n_gen =    195, tg =  64.53 t/s, tg_3s =  64.86 t/s
40.47.050.486 I slot print_timing: id  0 | task 5981 | n_gen =    387, tg =  64.21 t/s, tg_3s =  63.89 t/s
40.49.013.301 I slot print_timing: id  0 | task 5981 | prompt eval time =      90.52 ms /   157 tokens (    0.58 ms per token,  1734.48 tokens per second)
40.49.013.303 I slot print_timing: id  0 | task 5981 |        eval time =    7974.09 ms /   512 tokens (   15.60 ms per token,    64.08 tokens per second)
40.49.013.304 I slot print_timing: id  0 | task 5981 |       total time =    8064.60 ms /   669 tokens
40.49.013.304 I slot print_timing: id  0 | task 5981 |    graphs reused =       6364
40.49.013.318 I slot      release: id  0 | task 5981 | stop processing: n_tokens = 668, truncated = 0
40.49.014.568 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.468 (> 0.100 thold), f_keep = 0.144
40.49.032.661 I slot launch_slot_: id  0 | task 6494 | processing task, is_child = 0
40.51.621.926 I slot print_timing: id  0 | task 6494 | prompt eval time =     121.96 ms /   205 tokens (    0.59 ms per token,  1680.92 tokens per second)
40.51.621.930 I slot print_timing: id  0 | task 6494 |        eval time =    2467.30 ms /   160 tokens (   15.52 ms per token,    64.44 tokens per second)
40.51.621.931 I slot print_timing: id  0 | task 6494 |       total time =    2589.25 ms /   365 tokens
40.51.621.931 I slot print_timing: id  0 | task 6494 |    graphs reused =       6521
40.51.621.960 I slot      release: id  0 | task 6494 | stop processing: n_tokens = 364, truncated = 0
40.51.623.651 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.264
40.51.638.354 I slot launch_slot_: id  0 | task 6655 | processing task, is_child = 0
40.54.756.315 I slot print_timing: id  0 | task 6655 | n_gen =    195, tg =  64.41 t/s, tg_3s =  64.74 t/s
40.55.601.344 I slot print_timing: id  0 | task 6655 | prompt eval time =     105.86 ms /   164 tokens (    0.65 ms per token,  1549.29 tokens per second)
40.55.601.346 I slot print_timing: id  0 | task 6655 |        eval time =    3857.12 ms /   249 tokens (   15.55 ms per token,    64.30 tokens per second)
40.55.601.347 I slot print_timing: id  0 | task 6655 |       total time =    3962.98 ms /   413 tokens
40.55.601.347 I slot print_timing: id  0 | task 6655 |    graphs reused =       6767
40.55.601.365 I slot      release: id  0 | task 6655 | stop processing: n_tokens = 412, truncated = 0
40.55.603.284 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.427 (> 0.100 thold), f_keep = 0.233
40.55.616.918 I slot launch_slot_: id  0 | task 6905 | processing task, is_child = 0
40.58.766.909 I slot print_timing: id  0 | task 6905 | n_gen =    194, tg =  64.10 t/s, tg_3s =  64.43 t/s
40.59.881.311 I slot print_timing: id  0 | task 6905 | prompt eval time =     139.01 ms /   225 tokens (    0.62 ms per token,  1618.57 tokens per second)
40.59.881.314 I slot print_timing: id  0 | task 6905 |        eval time =    4125.37 ms /   265 tokens (   15.63 ms per token,    63.99 tokens per second)
40.59.881.314 I slot print_timing: id  0 | task 6905 |       total time =    4264.38 ms /   490 tokens
40.59.881.315 I slot print_timing: id  0 | task 6905 |    graphs reused =       7029
40.59.881.490 I slot      release: id  0 | task 6905 | stop processing: n_tokens = 489, truncated = 0
40.59.883.865 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.549 (> 0.100 thold), f_keep = 0.196
40.59.891.117 I slot launch_slot_: id  0 | task 7171 | processing task, is_child = 0
41.03.007.351 I slot print_timing: id  0 | task 7171 | n_gen =    193, tg =  63.83 t/s, tg_3s =  64.16 t/s
41.03.888.496 I slot print_timing: id  0 | task 7171 | prompt eval time =     108.00 ms /   175 tokens (    0.62 ms per token,  1620.36 tokens per second)
41.03.888.498 I slot print_timing: id  0 | task 7171 |        eval time =    3889.37 ms /   249 tokens (   15.68 ms per token,    63.76 tokens per second)
41.03.888.499 I slot print_timing: id  0 | task 7171 |       total time =    3997.37 ms /   424 tokens
41.03.888.499 I slot print_timing: id  0 | task 7171 |    graphs reused =       7275
41.03.888.528 I slot      release: id  0 | task 7171 | stop processing: n_tokens = 423, truncated = 0
41.03.889.818 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.575 (> 0.100 thold), f_keep = 0.227
41.03.898.243 I slot launch_slot_: id  0 | task 7421 | processing task, is_child = 0
41.07.006.901 I slot print_timing: id  0 | task 7421 | n_gen =    194, tg =  64.27 t/s, tg_3s =  64.60 t/s
41.09.670.771 I slot print_timing: id  0 | task 7421 | prompt eval time =     105.59 ms /   167 tokens (    0.63 ms per token,  1581.53 tokens per second)
41.09.670.775 I slot print_timing: id  0 | task 7421 |        eval time =    5666.93 ms /   364 tokens (   15.61 ms per token,    64.06 tokens per second)
41.09.670.776 I slot print_timing: id  0 | task 7421 |       total time =    5772.52 ms /   531 tokens
41.09.670.776 I slot print_timing: id  0 | task 7421 |    graphs reused =       7635
41.09.670.794 I slot      release: id  0 | task 7421 | stop processing: n_tokens = 530, truncated = 0
41.09.672.177 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.500 (> 0.100 thold), f_keep = 0.181
41.09.690.634 I slot launch_slot_: id  0 | task 7786 | processing task, is_child = 0
41.12.804.921 I slot print_timing: id  0 | task 7786 | n_gen =    194, tg =  64.18 t/s, tg_3s =  64.51 t/s
41.15.818.926 I slot print_timing: id  0 | task 7786 | n_gen =    386, tg =  63.94 t/s, tg_3s =  63.70 t/s
41.17.804.043 I slot print_timing: id  0 | task 7786 | prompt eval time =     106.91 ms /   192 tokens (    0.56 ms per token,  1795.90 tokens per second)
41.17.804.046 I slot print_timing: id  0 | task 7786 |        eval time =    8006.49 ms /   512 tokens (   15.67 ms per token,    63.82 tokens per second)
41.17.804.046 I slot print_timing: id  0 | task 7786 |       total time =    8113.40 ms /   704 tokens
41.17.804.047 I slot print_timing: id  0 | task 7786 |    graphs reused =       8143
41.17.804.071 I slot      release: id  0 | task 7786 | stop processing: n_tokens = 703, truncated = 0
41.17.805.789 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.619 (> 0.100 thold), f_keep = 0.137
41.17.812.638 I slot launch_slot_: id  0 | task 8299 | processing task, is_child = 0
41.20.464.036 I slot print_timing: id  0 | task 8299 | prompt eval time =      89.83 ms /   155 tokens (    0.58 ms per token,  1725.44 tokens per second)
41.20.464.039 I slot print_timing: id  0 | task 8299 |        eval time =    2561.56 ms /   166 tokens (   15.52 ms per token,    64.41 tokens per second)
41.20.464.039 I slot print_timing: id  0 | task 8299 |       total time =    2651.39 ms /   321 tokens
41.20.464.039 I slot print_timing: id  0 | task 8299 |    graphs reused =       8306
41.20.464.108 I slot      release: id  0 | task 8299 | stop processing: n_tokens = 320, truncated = 0
41.20.465.403 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.513 (> 0.100 thold), f_keep = 0.300
41.20.468.553 I slot launch_slot_: id  0 | task 8466 | processing task, is_child = 0
41.23.585.797 I slot print_timing: id  0 | task 8466 | n_gen =    195, tg =  64.43 t/s, tg_3s =  64.76 t/s
41.23.601.322 I slot print_timing: id  0 | task 8466 | prompt eval time =     106.21 ms /   187 tokens (    0.57 ms per token,  1760.60 tokens per second)
41.23.601.324 I slot print_timing: id  0 | task 8466 |        eval time =    3026.54 ms /   196 tokens (   15.52 ms per token,    64.43 tokens per second)
41.23.601.324 I slot print_timing: id  0 | task 8466 |       total time =    3132.76 ms /   383 tokens
41.23.601.325 I slot print_timing: id  0 | task 8466 |    graphs reused =       8499
41.23.601.339 I slot      release: id  0 | task 8466 | stop processing: n_tokens = 382, truncated = 0
41.23.602.668 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.536 (> 0.100 thold), f_keep = 0.251
41.23.619.403 I slot launch_slot_: id  0 | task 8663 | processing task, is_child = 0
41.25.955.607 I slot print_timing: id  0 | task 8663 | prompt eval time =     106.31 ms /   179 tokens (    0.59 ms per token,  1683.71 tokens per second)
41.25.955.610 I slot print_timing: id  0 | task 8663 |        eval time =    2229.88 ms /   144 tokens (   15.59 ms per token,    64.13 tokens per second)
41.25.955.610 I slot print_timing: id  0 | task 8663 |       total time =    2336.19 ms /   323 tokens
41.25.955.610 I slot print_timing: id  0 | task 8663 |    graphs reused =       8640
41.25.955.624 I slot      release: id  0 | task 8663 | stop processing: n_tokens = 322, truncated = 0
41.25.958.170 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.539 (> 0.100 thold), f_keep = 0.298
41.25.969.355 I slot launch_slot_: id  0 | task 8808 | processing task, is_child = 0
41.28.945.668 I slot print_timing: id  0 | task 8808 | prompt eval time =     105.85 ms /   178 tokens (    0.59 ms per token,  1681.69 tokens per second)
41.28.945.671 I slot print_timing: id  0 | task 8808 |        eval time =    2870.45 ms /   184 tokens (   15.69 ms per token,    63.75 tokens per second)
41.28.945.672 I slot print_timing: id  0 | task 8808 |       total time =    2976.30 ms /   362 tokens
41.28.945.672 I slot print_timing: id  0 | task 8808 |    graphs reused =       8821
41.28.945.711 I slot      release: id  0 | task 8808 | stop processing: n_tokens = 361, truncated = 0
41.28.947.020 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.596 (> 0.100 thold), f_keep = 0.266
41.28.958.424 I slot launch_slot_: id  0 | task 8993 | processing task, is_child = 0
41.31.679.714 I slot print_timing: id  0 | task 8993 | prompt eval time =     112.74 ms /   161 tokens (    0.70 ms per token,  1428.04 tokens per second)
41.31.679.717 I slot print_timing: id  0 | task 8993 |        eval time =    2608.53 ms /   163 tokens (   16.10 ms per token,    62.10 tokens per second)
41.31.679.717 I slot print_timing: id  0 | task 8993 |       total time =    2721.27 ms /   324 tokens
41.31.679.724 I slot print_timing: id  0 | task 8993 |    graphs reused =       8981
41.31.679.749 I slot      release: id  0 | task 8993 | stop processing: n_tokens = 323, truncated = 0
41.31.681.529 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.585 (> 0.100 thold), f_keep = 0.297
41.31.688.862 I slot launch_slot_: id  0 | task 9157 | processing task, is_child = 0
41.34.478.225 I slot print_timing: id  0 | task 9157 | prompt eval time =     105.41 ms /   164 tokens (    0.64 ms per token,  1555.87 tokens per second)
41.34.478.227 I slot print_timing: id  0 | task 9157 |        eval time =    2683.95 ms /   173 tokens (   15.60 ms per token,    64.08 tokens per second)
41.34.478.227 I slot print_timing: id  0 | task 9157 |       total time =    2789.35 ms /   337 tokens
41.34.478.228 I slot print_timing: id  0 | task 9157 |    graphs reused =       9151
41.34.478.276 I slot      release: id  0 | task 9157 | stop processing: n_tokens = 336, truncated = 0
41.34.479.498 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.623 (> 0.100 thold), f_keep = 0.286
41.34.482.680 I slot launch_slot_: id  0 | task 9331 | processing task, is_child = 0
41.37.576.214 I slot print_timing: id  0 | task 9331 | n_gen =    194, tg =  64.26 t/s, tg_3s =  64.59 t/s
41.39.034.505 I slot print_timing: id  0 | task 9331 | prompt eval time =      89.98 ms /   154 tokens (    0.58 ms per token,  1711.49 tokens per second)
41.39.034.510 I slot print_timing: id  0 | task 9331 |        eval time =    4461.84 ms /   287 tokens (   15.60 ms per token,    64.10 tokens per second)
41.39.034.510 I slot print_timing: id  0 | task 9331 |       total time =    4551.82 ms /   441 tokens
41.39.034.511 I slot print_timing: id  0 | task 9331 |    graphs reused =       9435
41.39.034.524 I slot      release: id  0 | task 9331 | stop processing: n_tokens = 440, truncated = 0
41.39.035.773 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.604 (> 0.100 thold), f_keep = 0.218
41.39.040.736 I slot launch_slot_: id  0 | task 9619 | processing task, is_child = 0
41.40.715.740 I slot print_timing: id  0 | task 9619 | prompt eval time =      91.06 ms /   159 tokens (    0.57 ms per token,  1746.06 tokens per second)
41.40.715.742 I slot print_timing: id  0 | task 9619 |        eval time =    1583.93 ms /   103 tokens (   15.53 ms per token,    64.40 tokens per second)
41.40.715.743 I slot print_timing: id  0 | task 9619 |       total time =    1674.99 ms /   262 tokens
41.40.715.744 I slot print_timing: id  0 | task 9619 |    graphs reused =       9535
41.40.715.767 I slot      release: id  0 | task 9619 | stop processing: n_tokens = 261, truncated = 0
41.40.716.907 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.565 (> 0.100 thold), f_keep = 0.368
41.40.724.037 I slot launch_slot_: id  0 | task 9723 | processing task, is_child = 0
41.42.539.924 I slot print_timing: id  0 | task 9723 | prompt eval time =     105.17 ms /   170 tokens (    0.62 ms per token,  1616.42 tokens per second)
41.42.539.929 I slot print_timing: id  0 | task 9723 |        eval time =    1710.71 ms /   111 tokens (   15.55 ms per token,    64.30 tokens per second)
41.42.539.930 I slot print_timing: id  0 | task 9723 |       total time =    1815.88 ms /   281 tokens
41.42.539.930 I slot print_timing: id  0 | task 9723 |    graphs reused =       9643
41.42.539.960 I slot      release: id  0 | task 9723 | stop processing: n_tokens = 280, truncated = 0
41.42.541.107 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.611 (> 0.100 thold), f_keep = 0.343
41.42.547.892 I slot launch_slot_: id  0 | task 9835 | processing task, is_child = 0
41.45.641.522 I slot print_timing: id  0 | task 9835 | n_gen =    194, tg =  64.28 t/s, tg_3s =  64.61 t/s
41.47.068.023 I slot print_timing: id  0 | task 9835 | prompt eval time =      90.92 ms /   157 tokens (    0.58 ms per token,  1726.87 tokens per second)
41.47.068.025 I slot print_timing: id  0 | task 9835 |        eval time =    4429.20 ms /   285 tokens (   15.60 ms per token,    64.12 tokens per second)
41.47.068.026 I slot print_timing: id  0 | task 9835 |       total time =    4520.12 ms /   442 tokens
41.47.068.026 I slot print_timing: id  0 | task 9835 |    graphs reused =       9925
41.47.068.042 I slot      release: id  0 | task 9835 | stop processing: n_tokens = 441, truncated = 0
41.47.069.513 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.667 (> 0.100 thold), f_keep = 0.218
41.47.075.035 I slot launch_slot_: id  0 | task 10121 | processing task, is_child = 0
41.48.407.780 I slot print_timing: id  0 | task 10121 | prompt eval time =      90.24 ms /   144 tokens (    0.63 ms per token,  1595.69 tokens per second)
41.48.407.782 I slot print_timing: id  0 | task 10121 |        eval time =    1242.49 ms /    81 tokens (   15.53 ms per token,    64.39 tokens per second)
41.48.407.782 I slot print_timing: id  0 | task 10121 |       total time =    1332.73 ms /   225 tokens
41.48.407.783 I slot print_timing: id  0 | task 10121 |    graphs reused =      10004
41.48.407.795 I slot      release: id  0 | task 10121 | stop processing: n_tokens = 224, truncated = 0
41.48.409.106 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.604 (> 0.100 thold), f_keep = 0.429
41.48.417.659 I slot launch_slot_: id  0 | task 10203 | processing task, is_child = 0
41.50.609.126 I slot print_timing: id  0 | task 10203 | prompt eval time =      90.46 ms /   159 tokens (    0.57 ms per token,  1757.66 tokens per second)
41.50.609.129 I slot print_timing: id  0 | task 10203 |        eval time =    2100.99 ms /   136 tokens (   15.56 ms per token,    64.26 tokens per second)
41.50.609.129 I slot print_timing: id  0 | task 10203 |       total time =    2191.46 ms /   295 tokens
41.50.609.129 I slot print_timing: id  0 | task 10203 |    graphs reused =      10137
41.50.609.159 I slot      release: id  0 | task 10203 | stop processing: n_tokens = 294, truncated = 0
41.50.611.006 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.608 (> 0.100 thold), f_keep = 0.327
41.50.623.566 I slot launch_slot_: id  0 | task 10340 | processing task, is_child = 0
41.53.714.992 I slot print_timing: id  0 | task 10340 | n_gen =    193, tg =  63.98 t/s, tg_3s =  64.31 t/s
41.53.869.904 I slot print_timing: id  0 | task 10340 | prompt eval time =      90.49 ms /   158 tokens (    0.57 ms per token,  1746.05 tokens per second)
41.53.869.906 I slot print_timing: id  0 | task 10340 |        eval time =    3155.84 ms /   203 tokens (   15.62 ms per token,    64.01 tokens per second)
41.53.869.906 I slot print_timing: id  0 | task 10340 |       total time =    3246.33 ms /   361 tokens
41.53.869.907 I slot print_timing: id  0 | task 10340 |    graphs reused =      10337
41.53.869.923 I slot      release: id  0 | task 10340 | stop processing: n_tokens = 360, truncated = 0
41.53.871.139 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.653 (> 0.100 thold), f_keep = 0.267
